height,weight,bust,waist,hip,shape,img
68,155.8,32,32,45,pear,ml\training_data\pear\194.png
65,150.9,38,32,42,pear,ml\training_data\pear\195.png
66,128.1,34,38,38,pear,ml\training_data\pear\196.png
68,150.4,35,34,42,pear,ml\training_data\pear\197.png
70,166.9,35,32,45,pear,ml\training_data\pear\198.png
69,142.4,33,34,41,pear,ml\training_data\pear\199.png
67,147.6,34,36,42,pear,ml\training_data\pear\200.png
68,164.9,37,34,44,pear,ml\training_data\pear\201.png
69,114.5,32,32,36,pear,ml\training_data\pear\202.png
66,149.1,34,34,43,pear,ml\training_data\pear\203.png
70,149.9,36,38,40,pear,ml\training_data\pear\204.png
65,133.9,35,32,40,pear,ml\training_data\pear\205.png
66,145.6,32,36,43,pear,ml\training_data\pear\206.png
67,171.9,38,36,45,pear,ml\training_data\pear\207.png
66,173.1,38,40,45,pear,ml\training_data\pear\208.png
67,157.2,34,36,44,pear,ml\training_data\pear\209.png
70,172.6,38,36,44,pear,ml\training_data\pear\210.png
70,161.5,38,34,42,pear,ml\training_data\pear\211.png
70,126.6,33,36,37,pear,ml\training_data\pear\212.png
66,150.6,34,36,43,pear,ml\training_data\pear\213.png
65,152.1,34,34,44,pear,ml\training_data\pear\214.png
66,173.3,40,40,44,pear,ml\training_data\pear\215.png
65,171.5,40,40,44,pear,ml\training_data\pear\216.png
68,128.0,33,30,39,pear,ml\training_data\pear\217.png
70,169.9,35,36,45,pear,ml\training_data\pear\218.png
68,165.1,39,34,43,pear,ml\training_data\pear\219.png
70,130.4,32,38,38,pear,ml\training_data\pear\220.png
65,119.0,33,38,37,pear,ml\training_data\pear\221.png
67,169.9,39,30,45,pear,ml\training_data\pear\222.png
67,149.9,33,36,43,pear,ml\training_data\pear\223.png
67,135.0,34,32,40,pear,ml\training_data\pear\224.png
66,155.6,34,30,45,pear,ml\training_data\pear\225.png
66,146.1,34,30,43,pear,ml\training_data\pear\226.png
67,153.2,33,34,44,pear,ml\training_data\pear\227.png
66,148.1,33,36,43,pear,ml\training_data\pear\228.png
69,113.0,32,30,36,pear,ml\training_data\pear\229.png
70,152.5,35,32,42,pear,ml\training_data\pear\230.png
67,133.5,34,30,40,pear,ml\training_data\pear\231.png
67,139.0,35,34,40,pear,ml\training_data\pear\232.png
70,160.6,32,40,44,pear,ml\training_data\pear\233.png
65,168.8,40,30,45,pear,ml\training_data\pear\234.png
67,132.5,33,32,40,pear,ml\training_data\pear\235.png
68,130.1,32,36,39,pear,ml\training_data\pear\236.png
65,137.2,32,40,41,pear,ml\training_data\pear\237.png
70,145.9,35,36,40,pear,ml\training_data\pear\238.png
65,133.7,33,32,41,pear,ml\training_data\pear\239.png
70,152.7,37,32,41,pear,ml\training_data\pear\240.png
66,163.2,34,40,45,pear,ml\training_data\pear\241.png
66,139.7,36,34,40,pear,ml\training_data\pear\242.png
70,153.3,34,30,43,pear,ml\training_data\pear\243.png
65,131.4,34,32,40,pear,ml\training_data\pear\244.png
69,146.6,36,36,40,pear,ml\training_data\pear\245.png
65,143.7,37,32,41,pear,ml\training_data\pear\246.png
68,135.5,33,40,39,pear,ml\training_data\pear\247.png
67,160.5,38,40,42,pear,ml\training_data\pear\248.png
65,158.0,37,32,44,pear,ml\training_data\pear\249.png
67,142.9,32,30,43,pear,ml\training_data\pear\250.png
66,132.9,34,38,39,pear,ml\training_data\pear\251.png
69,144.7,32,34,42,pear,ml\training_data\pear\252.png
65,159.5,37,34,44,pear,ml\training_data\pear\253.png
65,151.5,35,30,44,pear,ml\training_data\pear\254.png
70,145.7,33,36,41,pear,ml\training_data\pear\255.png
67,162.9,37,40,43,pear,ml\training_data\pear\256.png
70,174.4,38,32,45,pear,ml\training_data\pear\257.png
70,153.5,36,30,42,pear,ml\training_data\pear\258.png
65,149.5,35,40,42,pear,ml\training_data\pear\259.png
70,146.4,34,40,40,pear,ml\training_data\pear\260.png
69,161.6,33,34,45,pear,ml\training_data\pear\261.png
68,159.7,35,40,43,pear,ml\training_data\pear\262.png
69,150.5,33,32,43,pear,ml\training_data\pear\263.png
65,115.0,32,36,37,pear,ml\training_data\pear\264.png
66,155.1,37,32,43,pear,ml\training_data\pear\265.png
66,148.9,32,34,44,pear,ml\training_data\pear\266.png
70,159.1,32,38,44,pear,ml\training_data\pear\267.png
65,147.8,33,38,43,pear,ml\training_data\pear\268.png
69,127.5,34,30,38,pear,ml\training_data\pear\269.png
70,176.1,40,34,44,pear,ml\training_data\pear\270.png
66,122.1,34,30,38,pear,ml\training_data\pear\271.png
67,147.4,32,36,43,pear,ml\training_data\pear\272.png
70,161.9,33,32,45,pear,ml\training_data\pear\273.png
65,156.6,34,40,44,pear,ml\training_data\pear\274.png
69,153.0,34,32,43,pear,ml\training_data\pear\275.png
67,128.5,32,30,40,pear,ml\training_data\pear\276.png
70,153.1,32,30,44,pear,ml\training_data\pear\277.png
69,157.0,35,34,43,pear,ml\training_data\pear\278.png
70,137.1,34,34,39,pear,ml\training_data\pear\279.png
65,164.8,36,38,45,pear,ml\training_data\pear\280.png
68,140.1,34,30,41,pear,ml\training_data\pear\281.png
65,167.0,40,34,44,pear,ml\training_data\pear\282.png
67,159.5,33,36,45,pear,ml\training_data\pear\283.png
69,170.1,37,32,45,pear,ml\training_data\pear\284.png
69,171.7,39,34,44,pear,ml\training_data\pear\285.png
68,173.7,38,36,45,pear,ml\training_data\pear\286.png
66,160.0,39,32,43,pear,ml\training_data\pear\287.png
69,167.7,38,32,44,pear,ml\training_data\pear\288.png
66,170.6,40,30,45,pear,ml\training_data\pear\289.png
68,132.0,34,32,39,pear,ml\training_data\pear\290.png
70,180.8,40,34,45,pear,ml\training_data\pear\291.png
69,171.3,37,40,44,pear,ml\training_data\pear\292.png
66,119.6,33,30,38,pear,ml\training_data\pear\293.png
67,140.8,32,40,41,pear,ml\training_data\pear\294.png
70,136.6,35,30,39,pear,ml\training_data\pear\295.png
70,143.5,32,30,42,pear,ml\training_data\pear\296.png
68,162.5,36,34,44,pear,ml\training_data\pear\297.png
69,133.8,34,32,39,pear,ml\training_data\pear\298.png
69,141.6,34,36,40,pear,ml\training_data\pear\299.png
70,138.1,35,32,39,pear,ml\training_data\pear\300.png
66,156.0,38,30,43,pear,ml\training_data\pear\301.png
70,170.4,37,30,45,pear,ml\training_data\pear\302.png
66,150.1,35,32,43,pear,ml\training_data\pear\303.png
68,149.5,32,30,44,pear,ml\training_data\pear\304.png
65,128.6,33,38,39,pear,ml\training_data\pear\305.png
67,169.6,39,36,44,pear,ml\training_data\pear\306.png
67,146.1,34,34,42,pear,ml\training_data\pear\307.png
69,162.7,38,38,42,pear,ml\training_data\pear\308.png
66,156.1,35,40,43,pear,ml\training_data\pear\309.png
67,166.4,37,32,45,pear,ml\training_data\pear\310.png
65,108.7,32,34,36,pear,ml\training_data\pear\311.png
68,139.3,35,32,40,pear,ml\training_data\pear\312.png
67,141.0,34,40,40,pear,ml\training_data\pear\313.png
69,159.2,36,40,42,pear,ml\training_data\pear\314.png
65,156.4,32,40,45,pear,ml\training_data\pear\315.png
70,143.9,33,40,40,pear,ml\training_data\pear\316.png
67,155.5,32,34,45,pear,ml\training_data\pear\317.png
70,168.1,38,30,44,pear,ml\training_data\pear\318.png
70,147.4,35,38,40,pear,ml\training_data\pear\319.png
67,156.6,37,38,42,pear,ml\training_data\pear\320.png
70,148.7,33,40,41,pear,ml\training_data\pear\321.png
69,149.6,36,40,40,pear,ml\training_data\pear\322.png
70,149.7,34,38,41,pear,ml\training_data\pear\323.png
66,143.5,35,36,41,pear,ml\training_data\pear\324.png
67,148.9,32,38,43,pear,ml\training_data\pear\325.png
67,174.9,38,40,45,pear,ml\training_data\pear\326.png
69,162.3,34,38,44,pear,ml\training_data\pear\327.png
66,172.6,39,36,45,pear,ml\training_data\pear\328.png
65,166.3,36,40,45,pear,ml\training_data\pear\329.png
65,119.8,32,36,38,pear,ml\training_data\pear\330.png
67,138.5,33,40,40,pear,ml\training_data\pear\331.png
68,157.0,32,40,44,pear,ml\training_data\pear\332.png
67,163.6,36,38,44,pear,ml\training_data\pear\333.png
68,155.4,37,34,42,pear,ml\training_data\pear\334.png
65,162.8,37,32,45,pear,ml\training_data\pear\335.png
70,143.4,34,36,40,pear,ml\training_data\pear\336.png
66,131.2,32,36,40,pear,ml\training_data\pear\337.png
68,163.0,35,38,44,pear,ml\training_data\pear\338.png
68,154.7,36,30,43,pear,ml\training_data\pear\339.png
65,150.3,34,38,43,pear,ml\training_data\pear\340.png
65,130.6,35,34,39,pear,ml\training_data\pear\341.png
68,132.5,33,36,39,pear,ml\training_data\pear\342.png
67,125.9,33,36,38,pear,ml\training_data\pear\343.png
65,166.3,39,30,45,pear,ml\training_data\pear\344.png
67,158.4,37,34,43,pear,ml\training_data\pear\345.png
70,133.7,32,36,39,pear,ml\training_data\pear\346.png
65,150.4,32,32,45,pear,ml\training_data\pear\347.png
65,141.0,34,32,42,pear,ml\training_data\pear\348.png
66,143.6,33,30,43,pear,ml\training_data\pear\349.png
68,139.8,34,36,40,pear,ml\training_data\pear\350.png
70,142.6,35,38,39,pear,ml\training_data\pear\351.png
69,144.6,34,40,40,pear,ml\training_data\pear\352.png
65,172.8,41,32,45,pear,ml\training_data\pear\353.png
70,166.3,38,34,43,pear,ml\training_data\pear\354.png
67,153.0,38,30,42,pear,ml\training_data\pear\355.png
66,114.8,33,30,37,pear,ml\training_data\pear\356.png
67,146.9,33,32,43,pear,ml\training_data\pear\357.png
66,124.1,33,36,38,pear,ml\training_data\pear\358.png
67,138.0,34,36,40,pear,ml\training_data\pear\359.png
65,161.5,36,40,44,pear,ml\training_data\pear\360.png
65,148.2,37,38,41,pear,ml\training_data\pear\361.png
69,164.2,38,40,42,pear,ml\training_data\pear\362.png
66,146.6,33,34,43,pear,ml\training_data\pear\363.png
65,132.9,34,34,40,pear,ml\training_data\pear\364.png
67,113.8,32,36,36,pear,ml\training_data\pear\365.png
70,170.6,39,30,44,pear,ml\training_data\pear\366.png
68,171.9,38,40,44,pear,ml\training_data\pear\367.png
66,129.2,33,30,40,pear,ml\training_data\pear\368.png
69,152.4,37,34,41,pear,ml\training_data\pear\369.png
66,147.6,34,32,43,pear,ml\training_data\pear\370.png
66,143.0,36,32,41,pear,ml\training_data\pear\371.png
65,159.2,37,40,43,pear,ml\training_data\pear\372.png
65,163.5,38,36,44,pear,ml\training_data\pear\373.png
65,155.4,38,38,42,pear,ml\training_data\pear\374.png
68,144.9,34,30,42,pear,ml\training_data\pear\375.png
66,141.7,35,40,40,pear,ml\training_data\pear\376.png
70,174.6,40,32,44,pear,ml\training_data\pear\377.png
69,172.3,38,38,44,pear,ml\training_data\pear\378.png
65,146.8,32,40,43,pear,ml\training_data\pear\379.png
70,140.0,32,38,40,pear,ml\training_data\pear\380.png
65,140.9,36,38,40,pear,ml\training_data\pear\381.png
69,143.1,34,38,40,pear,ml\training_data\pear\382.png
67,129.2,33,34,39,pear,ml\training_data\pear\383.png
66,129.7,32,34,40,pear,ml\training_data\pear\384.png
69,176.1,37,40,45,pear,ml\training_data\pear\385.png
69,186.0,41,40,45,pear,ml\training_data\pear\386.png
70,169.1,36,38,44,pear,ml\training_data\pear\387.png
68,159.0,34,36,44,pear,ml\training_data\pear\388.png
66,163.5,38,40,43,pear,ml\training_data\pear\389.png
65,138.5,33,32,42,pear,ml\training_data\pear\390.png
67,148.1,36,30,42,pear,ml\training_data\pear\391.png
65,142.3,32,34,43,pear,ml\training_data\pear\392.png
70,162.0,37,38,42,pear,ml\training_data\pear\393.png
69,161.3,33,40,44,pear,ml\training_data\pear\394.png
66,155.9,33,40,44,pear,ml\training_data\pear\395.png
70,125.6,32,38,37,pear,ml\training_data\pear\396.png
68,126.2,33,34,38,pear,ml\training_data\pear\397.png
67,146.0,36,40,40,pear,ml\training_data\pear\398.png
65,116.5,32,38,37,pear,ml\training_data\pear\399.png
66,137.2,35,34,40,pear,ml\training_data\pear\400.png
69,169.1,36,34,45,pear,ml\training_data\pear\401.png
69,153.8,33,30,44,pear,ml\training_data\pear\402.png
70,163.6,35,34,44,pear,ml\training_data\pear\403.png
65,175.8,41,36,45,pear,ml\training_data\pear\404.png
69,153.2,36,32,42,pear,ml\training_data\pear\405.png
67,141.5,36,34,40,pear,ml\training_data\pear\406.png
68,165.8,36,32,45,pear,ml\training_data\pear\407.png
66,158.4,34,40,44,pear,ml\training_data\pear\408.png
67,159.0,38,38,42,pear,ml\training_data\pear\409.png
67,156.7,35,32,44,pear,ml\training_data\pear\410.png
66,151.9,32,38,44,pear,ml\training_data\pear\411.png
65,158.7,38,36,43,pear,ml\training_data\pear\412.png
68,148.6,35,38,41,pear,ml\training_data\pear\413.png
65,140.7,34,38,41,pear,ml\training_data\pear\414.png
65,136.9,35,36,40,pear,ml\training_data\pear\415.png
67,157.7,36,30,44,pear,ml\training_data\pear\416.png
70,155.8,35,30,43,pear,ml\training_data\pear\417.png
66,153.6,37,30,43,pear,ml\training_data\pear\418.png
69,149.4,34,40,41,pear,ml\training_data\pear\419.png
69,135.8,33,38,39,pear,ml\training_data\pear\420.png
65,117.5,33,36,37,pear,ml\training_data\pear\421.png
66,157.1,34,32,45,pear,ml\training_data\pear\422.png
65,152.8,35,38,43,pear,ml\training_data\pear\423.png
66,160.5,38,36,43,pear,ml\training_data\pear\424.png
67,156.2,33,38,44,pear,ml\training_data\pear\425.png
68,162.8,33,38,45,pear,ml\training_data\pear\426.png
69,144.4,35,30,41,pear,ml\training_data\pear\427.png
66,116.3,33,32,37,pear,ml\training_data\pear\428.png
65,167.8,39,32,45,pear,ml\training_data\pear\429.png
66,166.1,37,34,45,pear,ml\training_data\pear\430.png
68,163.5,37,32,44,pear,ml\training_data\pear\431.png
66,169.3,39,38,44,pear,ml\training_data\pear\432.png
67,152.5,32,30,45,pear,ml\training_data\pear\433.png
68,161.8,35,30,45,pear,ml\training_data\pear\434.png
65,154.0,36,30,44,pear,ml\training_data\pear\435.png
67,182.4,41,40,45,pear,ml\training_data\pear\436.png
70,146.0,33,30,42,pear,ml\training_data\pear\437.png
70,156.3,34,34,43,pear,ml\training_data\pear\438.png
70,134.0,32,30,40,pear,ml\training_data\pear\439.png
65,139.7,36,30,41,pear,ml\training_data\pear\440.png
67,153.7,32,38,44,pear,ml\training_data\pear\441.png
66,165.8,37,40,44,pear,ml\training_data\pear\442.png
66,139.0,35,30,41,pear,ml\training_data\pear\443.png
67,144.1,32,38,42,pear,ml\training_data\pear\444.png
70,121.1,32,32,37,pear,ml\training_data\pear\445.png
65,123.8,33,38,38,pear,ml\training_data\pear\446.png
68,159.5,36,30,44,pear,ml\training_data\pear\447.png
66,158.0,37,36,43,pear,ml\training_data\pear\448.png
67,141.3,34,34,41,pear,ml\training_data\pear\449.png
69,165.5,39,32,43,pear,ml\training_data\pear\450.png
70,149.2,35,34,41,pear,ml\training_data\pear\451.png
70,164.1,34,38,44,pear,ml\training_data\pear\452.png
69,155.0,33,38,43,pear,ml\training_data\pear\453.png
66,167.6,37,36,45,pear,ml\training_data\pear\454.png
69,168.3,37,36,44,pear,ml\training_data\pear\455.png
65,153.8,34,30,45,pear,ml\training_data\pear\456.png
65,145.0,35,34,42,pear,ml\training_data\pear\457.png
70,144.9,34,38,40,pear,ml\training_data\pear\458.png
69,137.1,34,30,40,pear,ml\training_data\pear\459.png
69,119.3,32,32,37,pear,ml\training_data\pear\460.png
68,152.2,32,40,43,pear,ml\training_data\pear\461.png
68,147.1,35,36,41,pear,ml\training_data\pear\462.png
66,158.2,32,40,45,pear,ml\training_data\pear\463.png
68,141.3,34,38,40,pear,ml\training_data\pear\464.png
65,124.1,33,32,39,pear,ml\training_data\pear\465.png
66,173.1,41,30,45,pear,ml\training_data\pear\466.png
68,141.1,32,38,41,pear,ml\training_data\pear\467.png
68,155.2,35,34,43,pear,ml\training_data\pear\468.png
67,167.4,38,30,45,pear,ml\training_data\pear\469.png
69,178.5,41,30,45,pear,ml\training_data\pear\470.png
68,170.4,38,38,44,pear,ml\training_data\pear\471.png
66,156.6,37,34,43,pear,ml\training_data\pear\472.png
65,150.4,36,38,42,pear,ml\training_data\pear\473.png
70,169.6,38,32,44,pear,ml\training_data\pear\474.png
69,168.5,39,36,43,pear,ml\training_data\pear\475.png
65,170.8,39,36,45,pear,ml\training_data\pear\476.png
66,145.3,35,32,42,pear,ml\training_data\pear\477.png
69,152.9,36,38,41,pear,ml\training_data\pear\478.png
67,122.9,33,32,38,pear,ml\training_data\pear\479.png
69,154.4,36,40,41,pear,ml\training_data\pear\480.png
65,148.2,35,32,43,pear,ml\training_data\pear\481.png
69,126.3,33,38,37,pear,ml\training_data\pear\482.png
66,161.5,39,34,43,pear,ml\training_data\pear\483.png
67,175.1,40,40,44,pear,ml\training_data\pear\484.png
69,157.8,34,32,44,pear,ml\training_data\pear\485.png
68,153.4,35,38,42,pear,ml\training_data\pear\486.png
70,156.2,36,40,41,pear,ml\training_data\pear\487.png
70,151.5,34,34,42,pear,ml\training_data\pear\488.png
66,131.4,34,36,39,pear,ml\training_data\pear\489.png
68,136.5,34,38,39,pear,ml\training_data\pear\490.png
68,146.1,34,38,41,pear,ml\training_data\pear\491.png
65,139.3,32,30,43,pear,ml\training_data\pear\492.png
69,141.4,32,36,41,pear,ml\training_data\pear\493.png
65,141.5,33,36,42,pear,ml\training_data\pear\494.png
65,127.9,32,34,40,pear,ml\training_data\pear\495.png
68,169.8,37,34,45,pear,ml\training_data\pear\496.png
66,171.1,39,34,45,pear,ml\training_data\pear\497.png
65,125.1,34,30,39,pear,ml\training_data\pear\498.png
66,137.5,32,38,41,pear,ml\training_data\pear\499.png
66,149.9,33,32,44,pear,ml\training_data\pear\500.png
67,168.9,38,32,45,pear,ml\training_data\pear\501.png
68,179.7,41,34,45,pear,ml\training_data\pear\502.png
70,150.0,34,32,42,pear,ml\training_data\pear\503.png
65,146.3,33,36,43,pear,ml\training_data\pear\504.png
66,137.0,33,34,41,pear,ml\training_data\pear\505.png
67,136.2,34,40,39,pear,ml\training_data\pear\506.png
69,178.6,38,40,45,pear,ml\training_data\pear\507.png
70,166.8,37,38,43,pear,ml\training_data\pear\508.png
65,145.9,36,32,42,pear,ml\training_data\pear\509.png
67,117.2,32,34,37,pear,ml\training_data\pear\510.png
68,169.3,35,40,45,pear,ml\training_data\pear\511.png
70,152.8,32,36,43,pear,ml\training_data\pear\512.png
70,144.4,35,34,40,pear,ml\training_data\pear\513.png
65,156.7,36,40,43,pear,ml\training_data\pear\514.png
70,170.6,36,40,44,pear,ml\training_data\pear\515.png
65,173.3,40,36,45,pear,ml\training_data\pear\516.png
68,126.7,32,38,38,pear,ml\training_data\pear\517.png
67,171.1,39,38,44,pear,ml\training_data\pear\518.png
70,165.3,37,36,43,pear,ml\training_data\pear\519.png
69,170.8,38,36,44,pear,ml\training_data\pear\520.png
69,148.7,33,36,42,pear,ml\training_data\pear\521.png
66,175.6,39,40,45,pear,ml\training_data\pear\522.png
65,165.8,37,36,45,pear,ml\training_data\pear\523.png
69,160.2,37,38,42,pear,ml\training_data\pear\524.png
69,146.9,33,40,41,pear,ml\training_data\pear\525.png
66,159.3,35,38,44,pear,ml\training_data\pear\526.png
69,155.4,37,38,41,pear,ml\training_data\pear\527.png
65,129.7,32,30,41,pear,ml\training_data\pear\528.png
66,170.6,37,40,45,pear,ml\training_data\pear\529.png
65,155.5,36,32,44,pear,ml\training_data\pear\530.png
65,160.5,38,32,44,pear,ml\training_data\pear\531.png
69,123.8,32,38,37,pear,ml\training_data\pear\532.png
70,162.4,32,36,45,pear,ml\training_data\pear\533.png
65,178.8,41,40,45,pear,ml\training_data\pear\534.png
66,144.2,36,40,40,pear,ml\training_data\pear\535.png
69,134.9,32,40,39,pear,ml\training_data\pear\536.png
65,157.3,33,38,45,pear,ml\training_data\pear\537.png
70,154.5,34,38,42,pear,ml\training_data\pear\538.png
67,167.8,39,40,43,pear,ml\training_data\pear\539.png
68,161.0,36,32,44,pear,ml\training_data\pear\540.png
69,159.8,33,38,44,pear,ml\training_data\pear\541.png
65,151.8,34,40,43,pear,ml\training_data\pear\542.png
69,144.1,35,36,40,pear,ml\training_data\pear\543.png
67,142.6,32,36,42,pear,ml\training_data\pear\544.png
69,129.9,33,30,39,pear,ml\training_data\pear\545.png
70,159.5,36,38,42,pear,ml\training_data\pear\546.png
67,167.9,37,34,45,pear,ml\training_data\pear\547.png
69,131.9,32,36,39,pear,ml\training_data\pear\548.png
69,147.4,35,34,41,pear,ml\training_data\pear\549.png
69,157.2,37,34,42,pear,ml\training_data\pear\550.png
68,152.5,32,34,44,pear,ml\training_data\pear\551.png
70,157.2,37,38,41,pear,ml\training_data\pear\552.png
70,151.4,36,40,40,pear,ml\training_data\pear\553.png
70,173.3,39,40,43,pear,ml\training_data\pear\554.png
69,182.0,40,38,45,pear,ml\training_data\pear\555.png
69,136.6,32,36,40,pear,ml\training_data\pear\556.png
67,171.4,39,32,45,pear,ml\training_data\pear\557.png
66,118.6,32,32,38,pear,ml\training_data\pear\558.png
70,162.9,34,30,45,pear,ml\training_data\pear\559.png
67,142.3,35,32,41,pear,ml\training_data\pear\560.png
68,162.4,38,40,42,pear,ml\training_data\pear\561.png
67,154.7,33,36,44,pear,ml\training_data\pear\562.png
70,159.4,32,32,45,pear,ml\training_data\pear\563.png
66,128.2,32,32,40,pear,ml\training_data\pear\564.png
69,162.1,32,38,45,pear,ml\training_data\pear\565.png
68,133.0,35,30,39,pear,ml\training_data\pear\566.png
67,140.3,33,36,41,pear,ml\training_data\pear\567.png
70,133.9,34,36,38,pear,ml\training_data\pear\568.png
68,151.4,36,32,42,pear,ml\training_data\pear\569.png
68,158.2,35,38,43,pear,ml\training_data\pear\570.png
66,126.4,32,36,39,pear,ml\training_data\pear\571.png
69,147.7,32,38,42,pear,ml\training_data\pear\572.png
66,131.9,33,40,39,pear,ml\training_data\pear\573.png
67,137.3,33,32,41,pear,ml\training_data\pear\574.png
67,142.8,34,36,41,pear,ml\training_data\pear\575.png
65,110.2,32,36,36,pear,ml\training_data\pear\576.png
66,142.5,34,38,41,pear,ml\training_data\pear\577.png
68,114.2,32,34,36,pear,ml\training_data\pear\578.png
70,165.4,35,30,45,pear,ml\training_data\pear\579.png
67,121.4,33,30,38,pear,ml\training_data\pear\580.png
66,151.2,38,30,42,pear,ml\training_data\pear\581.png
70,168.9,34,38,45,pear,ml\training_data\pear\582.png
69,170.6,36,36,45,pear,ml\training_data\pear\583.png
68,156.5,33,36,44,pear,ml\training_data\pear\584.png
68,127.1,32,32,39,pear,ml\training_data\pear\585.png
68,131.8,32,32,40,pear,ml\training_data\pear\586.png
65,137.7,34,34,41,pear,ml\training_data\pear\587.png
66,171.8,40,38,44,pear,ml\training_data\pear\588.png
67,170.0,36,40,45,pear,ml\training_data\pear\589.png
70,168.4,35,34,45,pear,ml\training_data\pear\590.png
66,136.3,32,30,42,pear,ml\training_data\pear\591.png
67,167.1,38,36,44,pear,ml\training_data\pear\592.png
69,160.8,34,36,44,pear,ml\training_data\pear\593.png
70,148.7,36,30,41,pear,ml\training_data\pear\594.png
67,159.2,36,32,44,pear,ml\training_data\pear\595.png
66,136.9,35,40,39,pear,ml\training_data\pear\596.png
67,155.4,34,40,43,pear,ml\training_data\pear\597.png
70,180.6,40,40,44,pear,ml\training_data\pear\598.png
69,139.6,32,40,40,pear,ml\training_data\pear\599.png
70,127.4,32,34,38,pear,ml\training_data\pear\600.png
67,168.1,39,34,44,pear,ml\training_data\pear\601.png
70,153.5,33,40,42,pear,ml\training_data\pear\602.png
68,171.8,36,40,45,pear,ml\training_data\pear\603.png
65,135.2,33,34,41,pear,ml\training_data\pear\604.png
65,158.8,36,30,45,pear,ml\training_data\pear\605.png
66,136.2,34,36,40,pear,ml\training_data\pear\606.png
68,145.6,35,34,41,pear,ml\training_data\pear\607.png
68,149.2,32,36,43,pear,ml\training_data\pear\608.png
66,157.7,33,36,45,pear,ml\training_data\pear\609.png
65,128.9,33,32,40,pear,ml\training_data\pear\610.png
65,154.2,38,30,43,pear,ml\training_data\pear\611.png
67,173.9,40,32,45,pear,ml\training_data\pear\612.png
70,151.0,32,40,42,pear,ml\training_data\pear\613.png
66,150.7,32,30,45,pear,ml\training_data\pear\614.png
66,162.1,36,32,45,pear,ml\training_data\pear\615.png
69,120.3,33,30,37,pear,ml\training_data\pear\616.png
65,148.6,32,36,44,pear,ml\training_data\pear\617.png
69,161.3,36,30,44,pear,ml\training_data\pear\618.png
65,152.4,38,34,42,pear,ml\training_data\pear\619.png
69,163.8,34,40,44,pear,ml\training_data\pear\620.png
66,128.9,33,36,39,pear,ml\training_data\pear\621.png
69,162.6,34,32,45,pear,ml\training_data\pear\622.png
67,154.1,36,38,42,pear,ml\training_data\pear\623.png
65,164.0,37,40,44,pear,ml\training_data\pear\624.png
67,131.5,32,34,40,pear,ml\training_data\pear\625.png
67,136.0,35,30,40,pear,ml\training_data\pear\626.png
66,124.9,32,34,39,pear,ml\training_data\pear\627.png
68,135.1,32,30,41,pear,ml\training_data\pear\628.png
70,171.8,39,38,43,pear,ml\training_data\pear\629.png
68,155.5,32,38,44,pear,ml\training_data\pear\630.png
65,155.2,36,38,43,pear,ml\training_data\pear\631.png
67,144.4,32,32,43,pear,ml\training_data\pear\632.png
65,139.9,35,40,40,pear,ml\training_data\pear\633.png
69,145.1,36,34,40,pear,ml\training_data\pear\634.png
65,142.4,36,40,40,pear,ml\training_data\pear\635.png
69,152.2,35,34,42,pear,ml\training_data\pear\636.png
66,164.6,37,32,45,pear,ml\training_data\pear\637.png
65,120.1,32,30,39,pear,ml\training_data\pear\638.png
68,174.7,39,34,45,pear,ml\training_data\pear\639.png
66,166.0,39,40,43,pear,ml\training_data\pear\640.png
67,164.8,39,36,43,pear,ml\training_data\pear\641.png
68,169.2,38,30,45,pear,ml\training_data\pear\642.png
68,174.3,37,40,45,pear,ml\training_data\pear\643.png
65,112.0,32,32,37,pear,ml\training_data\pear\644.png
68,152.0,33,30,44,pear,ml\training_data\pear\645.png
66,147.3,34,38,42,pear,ml\training_data\pear\646.png
69,165.6,34,36,45,pear,ml\training_data\pear\647.png
66,134.5,32,34,41,pear,ml\training_data\pear\648.png
67,162.7,35,40,44,pear,ml\training_data\pear\649.png
69,151.9,35,40,41,pear,ml\training_data\pear\650.png
67,134.0,33,34,40,pear,ml\training_data\pear\651.png
70,165.4,32,40,45,pear,ml\training_data\pear\652.png
66,173.6,40,34,45,pear,ml\training_data\pear\653.png
69,150.2,33,38,42,pear,ml\training_data\pear\654.png
67,127.4,33,38,38,pear,ml\training_data\pear\655.png
69,178.0,39,36,45,pear,ml\training_data\pear\656.png
70,153.7,35,40,41,pear,ml\training_data\pear\657.png
68,153.9,37,32,42,pear,ml\training_data\pear\658.png
65,114.5,33,32,37,pear,ml\training_data\pear\659.png
67,170.9,37,38,45,pear,ml\training_data\pear\660.png
65,146.6,33,30,44,pear,ml\training_data\pear\661.png
69,155.7,37,32,42,pear,ml\training_data\pear\662.png
65,132.2,33,30,41,pear,ml\training_data\pear\663.png
66,140.3,33,32,42,pear,ml\training_data\pear\664.png
65,152.8,33,32,45,pear,ml\training_data\pear\665.png
65,142.7,36,34,41,pear,ml\training_data\pear\666.png
66,128.4,34,32,39,pear,ml\training_data\pear\667.png
65,134.7,34,30,41,pear,ml\training_data\pear\668.png
67,155.4,37,30,43,pear,ml\training_data\pear\669.png
68,157.5,34,34,44,pear,ml\training_data\pear\670.png
70,141.4,35,30,40,pear,ml\training_data\pear\671.png
66,141.0,34,36,41,pear,ml\training_data\pear\672.png
66,146.8,35,34,42,pear,ml\training_data\pear\673.png
69,155.3,33,32,44,pear,ml\training_data\pear\674.png
69,135.1,32,34,40,pear,ml\training_data\pear\675.png
